filename,commit_count
argument.go,3
condition.go,3
operation.go,3
return.go,3
section.go,3
config_gocritic_test.go,3
nolint_unused.go,3
hello.go,3
runner_facts.go,3
util_test.go,3
ireturn_default.go,3
dup.go,3
analysis_test.go,3
logrlint.go,3
path_unix.go,3
path_windows.go,3
runner_unix.go,3
runner_windows.go,3
loggercheck_default.go,3
logrlint_compatiblity.go,3
paralleltest_custom.go,3
gosmopolitan_dont_ignore_test.go,3
gosmopolitan_ignore_test.go,3
usestdlibvars_non_default.go,3
sloglint_no_raw_keys.go,3
sloglint_context_only.go,3
spancheck_enable_all.go,3
copyloopvar_custom.go,3
plugins.go,3
builder_test.go,3
configuration_test.go,3
linters_settings_test.go,3
lll_import_multi.go,3
lll_import_single.go,3
tenv_fuzz.go,3
copyloopvar_integration_test.go,3
dupword_integration_test.go,3
err113_integration_test.go,3
errorlint_integration_test.go,3
fatcontext_integration_test.go,3
gosimple_integration_test.go,3
govet_integration_test.go,3
importas_integration_test.go,3
intrange_integration_test.go,3
nakedret_integration_test.go,3
nlreturn_integration_test.go,3
perfsprint_integration_test.go,3
revive_integration_test.go,3
staticcheck_integration_test.go,3
stylecheck_integration_test.go,3
testifylint_integration_test.go,3
usestdlibvars_integration_test.go,3
whitespace_integration_test.go,3
wsl_integration_test.go,3
install.go,3
extract_test.go,3
canonicalheader_test.go,3
iface_integration_test.go,3
mmap.go,3
mmap_windows.go,3
testenv_notwin.go,3
testenv_windows.go,3
usetesting_go124_configuration.go,3
usetesting_integration_test.go,3
ndiff.go,3
gofmt_cgo.go,3
gomodguard_cgo.go,3
noctx_cgo.go,3
stylecheck_cgo.go,3
exptostd_integration_test.go,3
exptostd_go123.go,3
exptostd_go123_cgo.go,3
path_absoluter.go,3
exclusion_generated_file_filter_test.go,3
path_relativity.go,3
standard_list.go,3
migrate_formatters.go,3
migrate_linters.go,3
help_formatters.go,3
help_linters.go,3
arangolint.go,3
wsl_v4.go,3
modernize.go,3
fmtappendf.go,3
forvar.go,3
stditerators.go,3
stringscutprefix.go,3
waitgroup.go,3
command_line.go,2
errcheck_test.go,2
golint_test.go,2
max_per_file_processor.go,2
uniq_by_line_processor.go,2
result.go,2
spew.go,2
decode_gogo.go,2
skip_gogo.go,2
text_gogo.go,2
amplitude.go,2
executor_mock.go,2
shell.go,2
temp_dir_shell.go,2
runmode.go,2
trap_others.go,2
trap_windows.go,2
trap_windows_1.4.go,2
isatty_appengine.go,2
isatty_linux_ppc64x.go,2
isatty_windows.go,2
difflib.go,2
agent.go,2
hooks.go,2
terminal_bsd.go,2
terminal_linux.go,2
license_agpl.go,2
license_apache_2.go,2
license_bsd_clause_2.go,2
license_bsd_clause_3.go,2
license_gpl_2.go,2
license_gpl_3.go,2
license_lgpl.go,2
license_mit.go,2
command_notwin.go,2
float32.go,2
float64.go,2
golangflag.go,2
int16.go,2
int32.go,2
int64.go,2
int8.go,2
ip.go,2
ipmask.go,2
ipnet.go,2
uint.go,2
uint16.go,2
uint32.go,2
uint64.go,2
uint8.go,2
util_bsd.go,2
ctxhttp_pre17.go,2
cap_freebsd.go,2
dev_darwin.go,2
dev_dragonfly.go,2
dev_freebsd.go,2
dev_linux.go,2
dev_netbsd.go,2
dev_openbsd.go,2
endian_big.go,2
errors_freebsd_386.go,2
errors_freebsd_amd64.go,2
errors_freebsd_arm.go,2
fcntl_linux_32bit.go,2
gccgo_linux_amd64.go,2
syscall_linux_amd64_gc.go,2
syscall_linux_gc.go,2
zptrace386_linux.go,2
zptracearm_linux.go,2
zptracemips_linux.go,2
zptracemipsle_linux.go,2
eventlog.go,2
exec_windows.go,2
memory_windows.go,2
types_windows_386.go,2
types_windows_amd64.go,2
html.pb.go,2
rawmessage.go,2
void.pb.go,2
enclosing.go,2
allpackages.go,2
method.go,2
importer.go,2
exportdata.go,2
isAlias18.go,2
isAlias19.go,2
simplify.go,2
nolint_processor.go,2
go13.go,2
go14-15.go,2
go16-18.go,2
match18.go,2
tool.go,2
compact.go,2
ucd.go,2
cldr.go,2
collate.go,2
makexml.go,2
xml.go,2
gen_common.go,2
gen_trieval.go,2
nolint_autogenerated.go,2
fen.go,2
fsnotify.go,2
inotify.go,2
inotify_poller.go,2
kqueue.go,2
open_mode_bsd.go,2
open_mode_darwin.go,2
windows.go,2
decoder.go,2
hcl.go,2
nodes.go,2
quote.go,2
flatten.go,2
keysparsing.go,2
tomltree_create.go,2
afero.go,2
cacheOnReadFs.go,2
const_bsds.go,2
const_win_unix.go,2
copyOnWriteFs.go,2
httpFs.go,2
ioutil.go,2
lstater.go,2
dir.go,2
dirmap.go,2
memmap.go,2
os.go,2
readonlyfs.go,2
regexpfs.go,2
unionFile.go,2
default_notepad.go,2
log_counter.go,2
notepad.go,2
input.go,2
maketables.go,2
apic.go,2
emitterc.go,2
parserc.go,2
readerc.go,2
sorter.go,2
writerc.go,2
yamlprivateh.go,2
process_solaris.go,2
process_unix.go,2
nolint_autogenerated_alt_hdr2.go,2
autogenerated.go,2
out.go,2
nolint2.go,2
newInterface10.go,2
import.go,2
compiler.go,2
any_of.go,2
btree.go,2
contains.go,2
every_of.go,2
list.go,2
max.go,2
min.go,2
nothing.go,2
prefix.go,2
prefix_any.go,2
prefix_suffix.go,2
range.go,2
row.go,2
segments.go,2
single.go,2
suffix.go,2
suffix_any.go,2
super.go,2
runes.go,2
golist_fallback_testmain.go,2
doc_comment_walker.go,2
expr_walker.go,2
func_decl_walker.go,2
local_def_visitor.go,2
local_def_walker.go,2
local_expr_walker.go,2
stmt_list_walker.go,2
stmt_walker.go,2
walk_handler.go,2
parameters.go,2
astcast.go,2
astcast_generate.go,2
astcopy.go,2
astequal.go,2
astfmt.go,2
decl.go,2
expr.go,2
stmt.go,2
predicates.go,2
safeExpr.go,2
simplePredicates.go,2
simplePredicates_generate.go,2
syscall_linux_gc_386.go,2
syscall_linux_gccgo_386.go,2
syscall_linux_gccgo_arm.go,2
strparse.go,2
decode_meta.go,2
encoding_types.go,2
encoding_types_1.1.go,2
type_check.go,2
type_fields.go,2
badCond_checker.go,2
exitAfterDefer_checker.go,2
astfind.go,2
astflow.go,2
weakCond_checker.go,2
comment_walker.go,2
argOrder_checker.go,2
codegenComment_checker.go,2
hexLiteral_checker.go,2
octalLiteral_checker.go,2
stringXbytes_checker.go,2
typeAssertChain_checker.go,2
custom_gogo.go,2
table_marshal_gogo.go,2
table_unmarshal_gogo.go,2
replacement_builder.go,2
util_aix.go,2
fcntl_darwin.go,2
mkasm_darwin.go,2
mksyscall_aix_ppc.go,2
mksyscall_aix_ppc64.go,2
mksyscall_solaris.go,2
mksysnum.go,2
syscall_unix_gc_ppc64x.go,2
zsysnum_netbsd_arm64.go,2
types_windows_arm.go,2
unusedresult.go,2
typeof.go,2
badCall_checker.go,2
dupImports_checker.go,2
evalOrder_checker.go,2
zero_value.go,2
newDeref_checker.go,2
htmlescapewriter.go,2
jsonstring.go,2
urlencode.go,2
util_appengine.go,2
util_noappengine.go,2
rootchecker.go,2
minimalpkg.go,2
regexpPattern_checker.go,2
assertion_order.go,2
pledge_openbsd.go,2
readdirent_getdents.go,2
readdirent_getdirentries.go,2
syscall_openbsd_arm64.go,2
unveil_openbsd.go,2
zsysctl_openbsd_arm64.go,2
zsysnum_openbsd_arm64.go,2
ztypes_openbsd_arm64.go,2
zerrors_windows.go,2
zknownfolderids_windows.go,2
variant_date_386.go,2
variant_date_amd64.go,2
variant_ppc64le.go,2
wrappers_gogo.go,2
sequences.go,2
isatty_android.go,2
isatty_tcgets.go,2
terminal_check_bsd.go,2
terminal_check_no_terminal.go,2
terminal_check_solaris.go,2
terminal_check_unix.go,2
terminal_check_windows.go,2
powershell_completions.go,2
shell_completions.go,2
objectpath.go,2
stats_bsd.go,2
stats_posix.go,2
knowledge.go,2
edge.go,2
edgekind_string.go,2
buildinfo.go,2
buildinfo111.go,2
float32_slice.go,2
float64_slice.go,2
int32_slice.go,2
int64_slice.go,2
string_to_int64.go,2
cpu_freebsd_arm.go,2
annotate.go,2
optional.go,2
key_management_client.go,2
acl.go,2
bucket.go,2
go110.go,2
not_go110.go,2
storage.go,2
git_blob.go,2
lfs_lock.go,2
admin_org.go,2
admin_repo.go,2
user_follow.go,2
user_search.go,2
defaultlog.go,2
defaultlog_syslog.go,2
defaultlog_windows.go,2
progress.go,2
response.go,2
models.go,2
access_conditions.go,2
atomicmorph.go,2
highlevel.go,2
parsing_urls.go,2
sas_service.go,2
service_codes_blob.go,2
storage_account_credential.go,2
url_append_blob.go,2
url_blob.go,2
url_block_blob.go,2
url_container.go,2
url_page_blob.go,2
url_service.go,2
user_delegation_credential.go,2
zc_credential_anonymous.go,2
zc_credential_shared_key.go,2
zc_credential_token.go,2
zc_mmf_unix.go,2
zc_mmf_windows.go,2
zc_pipeline.go,2
zc_policy_request_log.go,2
zc_policy_retry.go,2
zc_policy_telemetry.go,2
zc_policy_unique_request_id.go,2
zc_retry_reader.go,2
zc_sas_account.go,2
zc_sas_query_params.go,2
zc_service_codes_common.go,2
zc_storage_error.go,2
zc_util_validate.go,2
zc_uuid.go,2
zt_doc.go,2
zz_generated_append_blob.go,2
zz_generated_blob.go,2
zz_generated_block_blob.go,2
zz_generated_client.go,2
zz_generated_container.go,2
zz_generated_models.go,2
zz_generated_page_blob.go,2
zz_generated_responder_policy.go,2
zz_generated_response_error.go,2
zz_generated_service.go,2
zz_generated_validation.go,2
zz_generated_version.go,2
zz_response_helpers.go,2
devicetoken.go,2
persist.go,2
authorization.go,2
autorest.go,2
async.go,2
auth.go,2
azure.go,2
profile.go,2
metadata_environment.go,2
rp.go,2
date.go,2
timerfc1123.go,2
unixtime.go,2
preparer.go,2
responder.go,2
retriablerequest.go,2
retriablerequest_1.7.go,2
retriablerequest_1.8.go,2
tracing.go,2
collection.go,2
constraints.go,2
version_fuzz.go,2
exec.go,2
si.go,2
cli.go,2
levels.go,2
path_value.go,2
prettify.go,2
string_value.go,2
default_retryer.go,2
client_info.go,2
context_1_5.go,2
context_1_9.go,2
context_background_1_5.go,2
context_background_1_7.go,2
context_sleep.go,2
convert_types.go,2
param_validator.go,2
user_agent.go,2
chain_provider.go,2
ec2_role_provider.go,2
env_provider.go,2
shared_credentials_provider.go,2
static_provider.go,2
assume_role_provider.go,2
web_identity_provider.go,2
enable.go,2
metric_chan.go,2
metric_exception.go,2
reporter.go,2
dep_service_ids.go,2
endpoints.go,2
v3model.go,2
v3model_codegen.go,2
connection_reset_error.go,2
http_request.go,2
offset_reader.go,2
request_1_7.go,2
request_1_8.go,2
request_context.go,2
request_context_1_6.go,2
request_pagination.go,2
retryer.go,2
timeout_read_closer.go,2
waiter.go,2
cabundle_transport.go,2
cabundle_transport_1_5.go,2
cabundle_transport_1_6.go,2
session.go,2
header_rules.go,2
uri_path.go,2
v4.go,2
url_1_7.go,2
comma_token.go,2
comment_token.go,2
empty_token.go,2
expression.go,2
ini_lexer.go,2
ini_parser.go,2
literal_tokens.go,2
newline_token.go,2
number_helper.go,2
op_tokens.go,2
parse_error.go,2
parse_stack.go,2
sep_tokens.go,2
skipper.go,2
statement.go,2
value_util.go,2
ws_token.go,2
io_go1.6.go,2
io_go1.7.go,2
floor.go,2
floor_go1.9.go,2
locked_source.go,2
ecs_container.go,2
debug.go,2
header_value.go,2
message.go,2
host_prefix.go,2
idempotency.go,2
jsonrpc.go,2
queryutil.go,2
restxml.go,2
xml_to_struct.go,2
body_hash.go,2
bucket_location.go,2
doc_custom.go,2
host_style_bucket.go,2
platform_handlers.go,2
platform_handlers_go1.6.go,2
batch.go,2
bucket_region.go,2
download.go,2
upload.go,2
upload_input.go,2
sse.go,2
statusok_error.go,2
waiters.go,2
ctrlc.go,2
unique.go,2
claims.go,2
ecdsa.go,2
ecdsa_utils.go,2
map_claims.go,2
none.go,2
rsa_pss.go,2
rsa_utils.go,2
signing_method.go,2
utfbom.go,2
lru.go,2
reflect.go,2
descriptor.pb.go,2
any.pb.go,2
duration.pb.go,2
activity.go,2
activity_events.go,2
activity_notifications.go,2
activity_star.go,2
activity_watching.go,2
admin.go,2
admin_stats.go,2
apps.go,2
apps_installation.go,2
apps_marketplace.go,2
authorizations.go,2
gists.go,2
gists_comments.go,2
git_blobs.go,2
git_commits.go,2
git_refs.go,2
git_tags.go,2
git_trees.go,2
github-accessors.go,2
gitignore.go,2
interactions.go,2
interactions_orgs.go,2
interactions_repos.go,2
issues_assignees.go,2
issues_comments.go,2
issues_events.go,2
issues_labels.go,2
issues_milestones.go,2
issues_timeline.go,2
messages.go,2
migrations.go,2
migrations_source_import.go,2
migrations_user.go,2
misc.go,2
orgs.go,2
orgs_hooks.go,2
orgs_members.go,2
orgs_outside_collaborators.go,2
orgs_projects.go,2
orgs_users_blocking.go,2
pulls.go,2
pulls_comments.go,2
pulls_reviewers.go,2
pulls_reviews.go,2
reactions.go,2
repos.go,2
repos_collaborators.go,2
repos_comments.go,2
repos_commits.go,2
repos_community_health.go,2
repos_contents.go,2
repos_deployments.go,2
repos_forks.go,2
repos_hooks.go,2
repos_invitations.go,2
repos_keys.go,2
repos_merging.go,2
repos_pages.go,2
repos_prereceive_hooks.go,2
repos_projects.go,2
repos_releases.go,2
repos_stats.go,2
repos_statuses.go,2
repos_traffic.go,2
teams.go,2
teams_discussion_comments.go,2
teams_discussions.go,2
teams_members.go,2
users_administration.go,2
users_blocking.go,2
users_emails.go,2
users_followers.go,2
users_gpg_keys.go,2
users_keys.go,2
with_appengine.go,2
without_appengine.go,2
dce.go,2
node_js.go,2
node_net.go,2
uuid.go,2
version1.go,2
version4.go,2
wire.go,2
shell_equinoxio.go,2
shell_godownloader.go,2
shell_raw.go,2
shellfn.go,2
treewalk.go,2
artifact.go,2
targets.go,2
gitea.go,2
deprecate.go,2
ids.go,2
arch.go,2
logging.go,2
middleware.go,2
artifactory.go,2
before.go,2
openbucket.go,2
brew.go,2
checksums.go,2
dist.go,2
project.go,2
publish.go,2
put.go,2
body.go,2
remote.go,2
awssession.go,2
s3.go,2
scoop.go,2
sign.go,2
snapcraft.go,2
snapshot.go,2
pipeline.go,2
sem.go,2
tmpl.go,2
gzip.go,2
targz.go,2
zip.go,2
deb.go,2
rpm.go,2
merge.go,2
mergo.go,2
astnodetype_string.go,2
interpreter.go,2
toktype_string.go,2
strategy.go,2
GetProxyFunc.go,2
ieproxy.go,2
ieproxy_unix.go,2
ieproxy_windows.go,2
kernel32_data_windows.go,2
pac_unix.go,2
pac_windows.go,2
proxyMiddleman_unix.go,2
proxyMiddleman_windows.go,2
winhttp_data_windows.go,2
zglob.go,2
access_requests.go,2
award_emojis.go,2
boards.go,2
branches.go,2
broadcast_messages.go,2
ci_yml_templates.go,2
commits.go,2
custom_attributes.go,2
deploy_keys.go,2
deployments.go,2
discussions.go,2
epics.go,2
event_parsing.go,2
feature_flags.go,2
gitignore_templates.go,2
group_badges.go,2
group_boards.go,2
group_labels.go,2
group_members.go,2
group_milestones.go,2
group_variables.go,2
groups.go,2
issue_links.go,2
jobs.go,2
keys.go,2
license.go,2
license_templates.go,2
merge_request_approvals.go,2
merge_requests.go,2
milestones.go,2
namespaces.go,2
notes.go,2
pages_domains.go,2
pipeline_schedules.go,2
pipeline_triggers.go,2
pipelines.go,2
project_badges.go,2
project_clusters.go,2
project_import_export.go,2
project_members.go,2
project_snippets.go,2
project_variables.go,2
protected_branches.go,2
protected_tags.go,2
registry.go,2
releaselinks.go,2
releases.go,2
repositories.go,2
repository_files.go,2
resource_label_events.go,2
services.go,2
sidekiq_metrics.go,2
snippets.go,2
system_hooks.go,2
time_stats.go,2
todos.go,2
wikis.go,2
sanitize.go,2
tagencoding.go,2
traceinternals.go,2
exemplar.go,2
label.go,2
point.go,2
type_string.go,2
unit.go,2
producer.go,2
opencensus.go,2
client_metrics.go,2
client_stats_handler.go,2
server_metrics.go,2
server_stats_handler.go,2
stats_common.go,2
trace_common.go,2
client_stats.go,2
b3.go,2
route.go,2
span_annotating_client_trace.go,2
wrapped_body.go,2
resource.go,2
measure.go,2
measure_float64.go,2
measure_int64.go,2
units.go,2
aggregation.go,2
aggregation_data.go,2
collector.go,2
view.go,2
view_to_metric.go,2
worker.go,2
worker_commands.go,2
map_codec.go,2
profile_19.go,2
profile_not19.go,2
basetypes.go,2
evictedqueue.go,2
lrumap.go,2
propagation.go,2
sampling.go,2
spanbucket.go,2
spanstore.go,2
status_codes.go,2
trace_go11.go,2
trace_nongo11.go,2
tracestate.go,2
aws.go,2
azureblob.go,2
gcsblob.go,2
s3blob.go,2
gcp.go,2
escape.go,2
errorcode_string.go,2
gcerr.go,2
metrics.go,2
openurl.go,2
useragent.go,2
akv.go,2
secrets.go,2
bmp-string.go,2
crypto.go,2
rc2.go,2
mac.go,2
pbkdf.go,2
pkcs12.go,2
safebags.go,2
guts.go,2
httplex.go,2
ciphers.go,2
client_conn_pool.go,2
databuffer.go,2
flow.go,2
go111.go,2
gotrack.go,2
headermap.go,2
hpack.go,2
huffman.go,2
tables.go,2
http2.go,2
not_go111.go,2
writesched.go,2
writesched_priority.go,2
writesched_random.go,2
idna10.0.0.go,2
idna9.0.0.go,2
punycode.go,2
timeseries.go,2
histogram.go,2
appengine_gen1.go,2
appengine_gen2_flex.go,2
sdk.go,2
client_appengine.go,2
jws.go,2
errgroup.go,2
bidirule.go,2
bidirule10.0.0.go,2
bidirule9.0.0.go,2
bidi.go,2
bracket.go,2
prop.go,2
goimports_gc.go,2
goimports_not_gc.go,2
buffer.go,2
jsonfloat.go,2
media.go,2
params.go,2
resumable.go,2
send.go,2
googleapi.go,2
uritemplates.go,2
apikey.go,2
creds.go,2
iterator.go,2
credentials_go19.go,2
credentials_notgo19.go,2
option.go,2
storage-gen.go,2
dial_socketopt.go,2
not_go19.go,2
appengine_vm.go,2
api_classic.go,2
api_common.go,2
app_id.go,2
app_identity_service.pb.go,2
api_base.pb.go,2
datastore_v3.pb.go,2
identity_classic.go,2
identity_flex.go,2
identity_vm.go,2
log_service.pb.go,2
main_common.go,2
main_vm.go,2
modules_service.pb.go,2
remote_api.pb.go,2
socket_service.pb.go,2
transaction.go,2
urlfetch_service.pb.go,2
namespace.go,2
socket_classic.go,2
socket_vm.go,2
timeout.go,2
urlfetch.go,2
annotations.pb.go,2
client.pb.go,2
field_behavior.pb.go,2
http.pb.go,2
resource.pb.go,2
resources.pb.go,2
service.pb.go,2
iam_policy.pb.go,2
options.pb.go,2
policy.pb.go,2
code.pb.go,2
status.pb.go,2
expr.pb.go,2
field_mask.pb.go,2
load_balancer.pb.go,2
grpclb.go,2
grpclb_config.go,2
grpclb_picker.go,2
grpclb_remote_balancer.go,2
grpclb_util.go,2
roundrobin.go,2
balancer_conn_wrappers.go,2
balancer_v1_wrapper.go,2
binarylog.pb.go,2
clientconn.go,2
codec.go,2
code_string.go,2
codes.go,2
connectivity.go,2
alts.go,2
authinfo.go,2
aeadrekey.go,2
aes128gcm.go,2
aes128gcmrekey.go,2
counter.go,2
handshaker.go,2
altscontext.pb.go,2
handshaker.pb.go,2
transport_security_common.pb.go,2
syscallconn.go,2
syscallconn_appengine.go,2
oauth.go,2
tls13.go,2
dialoptions.go,2
encoding.go,2
proto.go,2
grpclog.go,2
loggerv2.go,2
interceptor.go,2
binarylog.go,2
binarylog_testutil.go,2
method_logger.go,2
sink.go,2
types_nonlinux.go,2
util_nonlinux.go,2
envconfig.go,2
grpcrand.go,2
syscall_nonlinux.go,2
bdp_estimator.go,2
controlbuf.go,2
flowcontrol.go,2
handler_server.go,2
http2_client.go,2
http2_server.go,2
http_util.go,2
keepalive.go,2
naming.go,2
peer.go,2
picker_wrapper.go,2
pickfirst.go,2
preloader.go,2
passthrough.go,2
resolver_conn_wrapper.go,2
rpc_util.go,2
service_config.go,2
serviceconfig.go,2
stream.go,2
tap.go,2
actions.go,2
app.go,2
cmd.go,2
completions.go,2
envar.go,2
global.go,2
guesswidth.go,2
guesswidth_unix.go,2
parsers.go,2
values.go,2
values_generated.go,2
accessors.go,2
conversions.go,2
mutations.go,2
security.go,2
type_specific.go,2
type_specific_codegen.go,2
pprof.go,2
flock.go,2
flock_unix.go,2
flock_winapi.go,2
flock_windows.go,2
autogen_exclude_doc.go,2
gotenv.go,2
data_source.go,2
struct.go,2
truncateCmp_checker.go,2
whyNoLint_checker.go,2
rowserr.go,2
mapKey_checker.go,2
testinggoroutine.go,2
loadmode_string.go,2
edit.go,2
stub.go,2
buildir.go,2
exits.go,2
pattern.go,2
report.go,2
testpackage_internal_test.go,2
exclude_rules_case_sensitive.go,2
sliceutil.go,2
sliceutil_test.go,2
missing_subtest_test.go,2
missing_toplevel_test.go,2
nolint_apply_to_unknown.go,2
linters_settings_gocritic_test.go,2
strings_simplify.go,2
exhaustive_checking_strategy_name.go,2
exhaustive_checking_strategy_value.go,2
runner_loadingpackage_ti.go,2
runner_loadingpackage_ti_go117.go,2
all.go,2
tparallel_happy_path_test.go,2
tparallel_missing_subtest_test.go,2
tparallel_missing_toplevel_test.go,2
reassign_patterns.go,2
govet_custom_formatter.go,2
loggercheck_custom.go,2
loggercheck_kitlogonly.go,2
loggercheck_logronly.go,2
loggercheck_noprintflike.go,2
loggercheck_requirestringkey.go,2
loggercheck_zaponly.go,2
testableexamples_test.go,2
files.go,2
gosmopolitan_allow_time_local.go,2
gosmopolitan_escape_hatches.go,2
gosmopolitan_scripts.go,2
tagalign_align_only.go,2
tagalign_order_only.go,2
tagalign_sort_only.go,2
gosec_global_option.go,2
ireturn_reject_generics.go,2
forbidigo_struct_config.go,2
tagalign_strict.go,2
dupword_ignore_the.go,2
test.pb.go,2
test_grpc.pb.go,2
sloglint_args_on_sep_lines.go,2
sloglint_attr_only.go,2
sloglint_kv_only.go,2
sloglint_key_naming_case.go,2
sloglint_static_msg.go,2
inamedparam_skip_single_param.go,2
spancheck_default.go,2
preferWriteString.go,2
stringsSimplify.go,2
misspell_custom.go,2
go-header_1.go,2
go-header_2.go,2
go-header_3.go,2
vibra.go,2
decorder_custom.go,2
goheader_bad.go,2
goheader_good.go,2
testifylint_bool_compare_only.go,2
testifylint_require_error_only.go,2
thelper_fuzz.go,2
package_test.go,2
asasalint_integration_test.go,2
asciicheck_integration_test.go,2
bidichk_integration_test.go,2
bodyclose_integration_test.go,2
containedctx_integration_test.go,2
contextcheck_integration_test.go,2
cyclop_integration_test.go,2
decorder_integration_test.go,2
depguard_integration_test.go,2
dogsled_integration_test.go,2
dupl_integration_test.go,2
durationcheck_integration_test.go,2
errcheck_integration_test.go,2
errchkjson_integration_test.go,2
errname_integration_test.go,2
execinquery_integration_test.go,2
exhaustive_integration_test.go,2
exhaustruct_integration_test.go,2
exportloopref_integration_test.go,2
forbidigo_integration_test.go,2
forcetypeassert_integration_test.go,2
funlen_integration_test.go,2
gci_integration_test.go,2
ginkgolinter_integration_test.go,2
gocheckcompilerdirectives_integration_test.go,2
gochecknoglobals_integration_test.go,2
gochecknoinits_integration_test.go,2
gochecksumtype_integration_test.go,2
gocognit_integration_test.go,2
goconst_integration_test.go,2
gocritic_integration_test.go,2
gocyclo_integration_test.go,2
godot_integration_test.go,2
godox_integration_test.go,2
gofmt_integration_test.go,2
gofumpt_integration_test.go,2
goheader_integration_test.go,2
goimports_integration_test.go,2
gomodguard_integration_test.go,2
goprintffuncname_integration_test.go,2
gosec_integration_test.go,2
gosmopolitan_integration_test.go,2
grouper_integration_test.go,2
inamedparam_integration_test.go,2
ineffassign_integration_test.go,2
interfacebloat_integration_test.go,2
ireturn_integration_test.go,2
lll_integration_test.go,2
loggercheck_integration_test.go,2
maintidx_integration_test.go,2
makezero_integration_test.go,2
mirror_integration_test.go,2
misspell_integration_test.go,2
mnd_integration_test.go,2
musttag_integration_test.go,2
nestif_integration_test.go,2
nilerr_integration_test.go,2
nilnil_integration_test.go,2
noctx_integration_test.go,2
nonamedreturns_integration_test.go,2
nosprintfhostport_integration_test.go,2
paralleltest_integration_test.go,2
prealloc_integration_test.go,2
predeclared_integration_test.go,2
promlinter_integration_test.go,2
protogetter_integration_test.go,2
reassign_integration_test.go,2
rowserrcheck_integration_test.go,2
sloglint_integration_test.go,2
spancheck_integration_test.go,2
sqlclosecheck_integration_test.go,2
tagalign_integration_test.go,2
tagliatelle_integration_test.go,2
tenv_integration_test.go,2
testableexamples_integration_test.go,2
testpackage_integration_test.go,2
thelper_integration_test.go,2
tparallel_integration_test.go,2
unconvert_integration_test.go,2
unparam_integration_test.go,2
unused_integration_test.go,2
varnamelen_integration_test.go,2
wastedassign_integration_test.go,2
wrapcheck_integration_test.go,2
zerologlint_integration_test.go,2
extract.go,2
githubaction_test.go,2
sloglint_forbidden_keys.go,2
testifylint_formatter_only.go,2
tenv_default.go,2
tenv_default_test.go,2
recvcheck_integration_test.go,2
iface_all.go,2
iface_default.go,2
iface_identical.go,2
iface_opaque.go,2
iface_unused.go,2
filen_integration_test.go,2
filen_ignore_comments.go,2
filen_max_lines.go,2
filen_min_lines.go,2
cache_gcil.go,2
default_gcil.go,2
hash_gcil.go,2
mmap_other.go,2
mmap_unix.go,2
quoted.go,2
quoted_test.go,2
testenv.go,2
testenv_notunix.go,2
testenv_unix.go,2
usetesting_configuration.go,2
common_test.go,2
old.go,2
old_test.go,2
unified.go,2
exportloopref_cgo.go,2
funlen_cgo.go,2
ginkgolinter_cgo.go,2
godot_cgo.go,2
gosimple_cgo.go,2
iface_cgo.go,2
misspell_cgo.go,2
nolintlint_integration_test.go,2
nosprintfhostport_cgo.go,2
paralleltest_cgo.go,2
prealloc_cgo.go,2
staticcheck_cgo.go,2
testifylint_cgo.go,2
unparam_cgo.go,2
unused_cgo.go,2
goheader_4.go,2
nilnesserr_integration_test.go,2
exptostd_cgo.go,2
gofmt_too_many_empty_lines.go,2
gofumpt_too_many_empty_lines.go,2
gocritic_configDir.go,2
gci_go124.go,2
exclusion_generated_file_matcher.go,2
exclusion_generated_file_matcher_test.go,2
golines_integration_test.go,2
output_formats.go,2
cloner.go,2
fakeloader.go,2
migrate_issues.go,2
migrate_linter_names_test.go,2
migrate_linters_exclusions.go,2
migrate_output.go,2
migrate_run.go,2
migrate_severity.go,2
migrate_test.go,2
base_loader.go,2
golines-custom.go,2
gocritic_settings.go,2
mnd_custom.go,2
embeddedstructfieldcheck_comments.go,2
embeddedstructfieldcheck_simple.go,2
embeddedstructfieldcheck_special_cases.go,2
comments.go,2
simple.go,2
badge.go,2
cards.go,2
iotamixing.go,2
godoclint.go,2
godoclint_default_pass.go,2
godoclint_full_fail.go,2
godoclint_full_pass.go,2
godoclint_full_pass_test.go,2
fieldsseq.go,2
mapsloop.go,2
mapsloop_dot.go,2
minmax.go,2
rangeint.go,2
slicessort.go,2
splitseq.go,2
stringsbuilder.go,2
testingcontext_test.go,2
clickhouselint.go,2
diff_processor.go,1
isatty_linux.go,1
syscall_linux_gccgo.go,1
supported_linters_test.go,1
nolint_autogenerated_alt_hdr.go,1
context_test.go,1
lintersdb_test.go,1
autogenerated_alt_hdr.go,1
autogenerated_alt_hdr2.go,1
do_not_edit.go,1
go_bindata.go,1
protoc_gen_foo.go,1
skip_test.go,1
a.go,1
a_test.go,1
openbsd_unveil.go,1
hello.qtpl.go,1
bar_test.go,1
foo.go,1
rowerrcheck.go,1
bad_defer.go,1
decompression-bomb.go,1
integer_overflow.go,1
fdset.go,1
sockcmsg_dragonfly.go,1
sockcmsg_unix_other.go,1
syscall_darwin.1_12.go,1
syscall_darwin.1_13.go,1
syscall_darwin_386.1_11.go,1
syscall_darwin_amd64.1_11.go,1
syscall_darwin_arm.1_11.go,1
syscall_darwin_arm64.1_11.go,1
zsyscall_darwin_386.1_13.go,1
zsyscall_darwin_amd64.1_13.go,1
zsyscall_darwin_arm.1_13.go,1
zsyscall_darwin_arm64.1_13.go,1
